source,reference_commande,date_commande,reference_produit,designation_produit,quantite,entrepot_destination,poids_unitaire_g,chaine_froid_requise
FreshMarket,FM-000003,2026-05-13,SKU-20016,Fromage rape 200g,4.0,OMG-LIL,,OUI
FreshMarket,FM-000574,2026-01-20,SKU-20011,Yaourt nature 4x125g,11.0,OMG-LYO,,OUI
FreshMarket,FM-001305,2025-01-20,SKU-20017,Pommes Gala 1kg,36.0,OMG-LIL,,OUI
FreshMarket,FM-000555,2025-05-09,SKU-20013,Filet de poulet 500g,36.0,OMG-LIL,,OUI
FreshMarket,FM-000623,2026-01-09,SKU-20015,Jus d'orange 1L,38.0,OMG-LIL,,OUI
FreshMarket,FM-000589,2026-03-21,SKU-20019,Beurre doux 250g,39.0,OMG-LIL,,OUI
FreshMarket,FM-000356,2025-04-15,SKU-20020,Compote pomme 4x100g,4.0,OMG-LIL,,OUI
FreshMarket,FM-000592,2026-01-16,SKU-20013,Filet de poulet 500g,33.0,OMG-MAR,,OUI
FreshMarket,FM-001379,2025-03-12,SKU-20013,Filet de poulet 500g,39.0,OMG-MAR,,OUI
FreshMarket,FM-000075,2025-11-26,SKU-20012,Lait demi-ecreme 1L,16.0,OMG-MAR,,OUI
FreshMarket,FM-001010,2025-04-22,SKU-20013,Filet de poulet 500g,,OMG-LYO,,OUI
FreshMarket,FM-000407,2026-07-31,SKU-20014,Epinards surgeles 1kg,,OMG-LYO,,OUI
FreshMarket,FM-000378,2025-12-30,SKU-20015,Jus d'orange 1L,17.0,OMG-MAR,,OUI
FreshMarket,FM-001070,2026-03-13,SKU-20012,Lait demi-ecreme 1L,10.0,OMG-LYO,,OUI
FreshMarket,FM-001136,2026-01-09,SKU-20018,Pizza surgelee,31.0,OMG-LYO,,OUI
FreshMarket,FM-000389,2025-05-15,SKU-20020,Compote pomme 4x100g,25.0,OMG-LIL,,OUI
FreshMarket,FM-000119,2025-11-06,SKU-20011,Yaourt nature 4x125g,22.0,OMG-MAR,,OUI
FreshMarket,FM-000675,2025-06-12,SKU-20011,Yaourt nature 4x125g,7.0,OMG-MAR,,OUI
FreshMarket,FM-001384,2026-02-22,SKU-20018,Pizza surgelee,20.0,OMG-LIL,,OUI
FreshMarket,FM-000082,2025-10-16,SKU-20017,Pommes Gala 1kg,38.0,OMG-LIL,,OUI
FreshMarket,FM-000350,2026-03-07,SKU-20015,Jus d'orange 1L,12.0,OMG-LYO,,OUI
FreshMarket,FM-000137,2026-05-24,SKU-20019,Beurre doux 250g,1.0,OMG-MAR,,OUI
FreshMarket,FM-000914,2026-02-13,SKU-20015,Jus d'orange 1L,22.0,OMG-LIL,,OUI
FreshMarket,FM-000456,2025-05-30,SKU-20012,Lait demi-ecreme 1L,6.0,OMG-LIL,,OUI
FreshMarket,FM-000107,2025-07-15,SKU-20013,Filet de poulet 500g,22.0,OMG-LIL,,OUI
FreshMarket,FM-000726,2025-04-24,SKU-20011,Yaourt nature 4x125g,25.0,OMG-LYO,,OUI
FreshMarket,FM-001282,2025-02-15,SKU-20020,Compote pomme 4x100g,9.0,OMG-LYO,,OUI
FreshMarket,FM-000120,2025-11-07,SKU-20015,Jus d'orange 1L,6.0,OMG-LIL,,OUI
FreshMarket,FM-000338,2026-06-26,SKU-20018,Pizza surgelee,25.0,OMG-LYO,,OUI
FreshMarket,FM-000386,2025-11-05,SKU-20015,Jus d'orange 1L,39.0,OMG-LIL,,OUI
FreshMarket,FM-001351,2025-11-27,SKU-20012,Lait demi-ecreme 1L,36.0,OMG-LIL,,OUI
FreshMarket,FM-001076,2026-06-25,SKU-20019,Beurre doux 250g,28.0,OMG-LYO,,OUI
FreshMarket,FM-001087,2025-05-03,SKU-20014,Epinards surgeles 1kg,32.0,OMG-LIL,,OUI
FreshMarket,FM-000090,2025-11-20,SKU-20015,Jus d'orange 1L,24.0,OMG-LIL,,OUI
FreshMarket,FM-000027,2025-05-01,SKU-20013,Filet de poulet 500g,12.0,OMG-MAR,,OUI
FreshMarket,FM-000155,2025-07-12,SKU-20015,Jus d'orange 1L,38.0,OMG-LIL,,OUI
FreshMarket,FM-000879,2026-01-13,SKU-20015,Jus d'orange 1L,17.0,OMG-LIL,,OUI
FreshMarket,FM-000636,2026-02-07,SKU-20019,Beurre doux 250g,40.0,OMG-LIL,,OUI
FreshMarket,FM-001065,2025-05-02,SKU-20020,Compote pomme 4x100g,12.0,OMG-MAR,,OUI
FreshMarket,FM-000378,2025-12-30,SKU-20019,Beurre doux 250g,24.0,OMG-MAR,,OUI
FreshMarket,FM-000120,2025-11-07,SKU-20018,Pizza surgelee,32.0,OMG-LIL,,OUI
FreshMarket,FM-000456,2025-05-30,SKU-20020,Compote pomme 4x100g,8.0,OMG-LIL,,OUI
FreshMarket,FM-000326,2025-03-26,SKU-20012,Lait demi-ecreme 1L,18.0,OMG-MAR,,OUI
FreshMarket,FM-000209,2026-04-20,SKU-20020,Compote pomme 4x100g,9.0,OMG-MAR,,OUI
FreshMarket,FM-000512,2025-03-12,SKU-20016,Fromage rape 200g,11.0,OMG-LYO,,OUI
FreshMarket,FM-001076,2026-06-25,SKU-20013,Filet de poulet 500g,,OMG-LYO,,OUI
FreshMarket,FM-000616,2025-01-05,SKU-20017,Pommes Gala 1kg,5.0,OMG-LIL,,OUI
FreshMarket,FM-000495,2025-05-02,SKU-20018,Pizza surgelee,22.0,OMG-LIL,,OUI
FreshMarket,FM-000623,2026-01-09,SKU-20011,Yaourt nature 4x125g,9.0,OMG-LIL,,OUI
FreshMarket,FM-000015,2025-07-14,SKU-20018,Pizza surgelee,36.0,OMG-LIL,,OUI
FreshMarket,FM-000582,2026-06-14,SKU-20018,Pizza surgelee,10.0,OMG-MAR,,OUI
FreshMarket,FM-000293,2025-02-05,SKU-20020,Compote pomme 4x100g,37.0,OMG-LIL,,OUI
FreshMarket,FM-001063,2025-10-29,SKU-20014,Epinards surgeles 1kg,16.0,OMG-LIL,,OUI
FreshMarket,FM-000675,2025-06-12,SKU-20013,Filet de poulet 500g,32.0,OMG-MAR,,OUI
FreshMarket,FM-001292,2025-02-17,SKU-20011,Yaourt nature 4x125g,24.0,OMG-MAR,,OUI
FreshMarket,FM-000926,2025-03-23,SKU-20013,Filet de poulet 500g,27.0,OMG-MAR,,OUI
FreshMarket,FM-001167,2025-01-19,SKU-20017,Pommes Gala 1kg,10.0,OMG-LIL,,OUI
FreshMarket,FM-000160,2026-06-29,SKU-20012,Lait demi-ecreme 1L,31.0,OMG-LIL,,OUI
FreshMarket,FM-000887,2025-08-15,SKU-20016,Fromage rape 200g,,OMG-LYO,,OUI
FreshMarket,FM-000887,2025-08-15,SKU-20017,Pommes Gala 1kg,39.0,OMG-LYO,,OUI
FreshMarket,FM-000004,2025-07-27,SKU-20015,Jus d'orange 1L,9.0,OMG-LIL,,OUI
FreshMarket,FM-000495,2025-05-02,SKU-20019,Beurre doux 250g,22.0,OMG-LIL,,OUI
FreshMarket,FM-000766,2025-11-08,SKU-20016,Fromage rape 200g,6.0,OMG-LIL,,OUI
FreshMarket,FM-001044,2026-06-16,SKU-20016,Fromage rape 200g,4.0,OMG-LIL,,OUI
FreshMarket,FM-000133,2026-01-12,SKU-20016,Fromage rape 200g,26.0,OMG-LIL,,OUI
FreshMarket,FM-000010,2025-05-09,SKU-20017,Pommes Gala 1kg,14.0,OMG-MAR,,OUI
FreshMarket,FM-000245,2025-05-20,SKU-20015,Jus d'orange 1L,4.0,OMG-LIL,,OUI
FreshMarket,FM-001180,2026-01-13,SKU-20015,Jus d'orange 1L,16.0,OMG-LYO,,OUI
FreshMarket,FM-000866,2026-05-14,SKU-20016,Fromage rape 200g,22.0,OMG-LYO,,OUI
FreshMarket,FM-000776,2025-05-29,SKU-20016,Fromage rape 200g,2.0,OMG-LYO,,OUI
FreshMarket,FM-001358,2025-06-13,SKU-20020,Compote pomme 4x100g,29.0,OMG-LYO,,OUI
FreshMarket,FM-001203,2025-09-30,SKU-20017,Pommes Gala 1kg,7.0,OMG-MAR,,OUI
FreshMarket,FM-001288,2025-07-03,SKU-20012,Lait demi-ecreme 1L,10.0,OMG-LYO,,OUI
FreshMarket,FM-000226,2026-02-11,SKU-20013,Filet de poulet 500g,24.0,OMG-LIL,,OUI
FreshMarket,FM-000865,2025-03-02,SKU-20019,Beurre doux 250g,5.0,OMG-LYO,,OUI
FreshMarket,FM-001265,2026-06-16,SKU-20013,Filet de poulet 500g,14.0,OMG-LYO,,OUI
FreshMarket,FM-000524,2026-06-10,SKU-20016,Fromage rape 200g,4.0,OMG-MAR,,OUI
FreshMarket,FM-000170,2026-06-08,SKU-20012,Lait demi-ecreme 1L,13.0,OMG-LIL,,OUI
FreshMarket,FM-000924,2026-01-27,SKU-20012,Lait demi-ecreme 1L,33.0,OMG-MAR,,OUI
FreshMarket,FM-000923,2025-10-10,SKU-20017,Pommes Gala 1kg,10.0,OMG-MAR,,OUI
FreshMarket,FM-001070,2026-03-13,SKU-20018,Pizza surgelee,7.0,OMG-LYO,,OUI
FreshMarket,FM-001290,2026-03-21,SKU-20014,Epinards surgeles 1kg,35.0,OMG-LYO,,OUI
FreshMarket,FM-000058,2025-12-31,SKU-20019,Beurre doux 250g,32.0,OMG-LYO,,OUI
FreshMarket,FM-000468,2026-04-24,SKU-20017,Pommes Gala 1kg,22.0,OMG-MAR,,OUI
FreshMarket,FM-000684,2026-04-21,SKU-20012,Lait demi-ecreme 1L,25.0,OMG-MAR,,OUI
FreshMarket,FM-000479,2025-03-28,SKU-20017,Pommes Gala 1kg,11.0,OMG-LYO,,OUI
FreshMarket,FM-000356,2025-04-15,SKU-20018,Pizza surgelee,20.0,OMG-LIL,,OUI
FreshMarket,FM-001144,2025-11-26,SKU-20015,Jus d'orange 1L,13.0,OMG-MAR,,OUI
FreshMarket,FM-000093,2025-10-13,SKU-20020,Compote pomme 4x100g,15.0,OMG-MAR,,OUI
FreshMarket,FM-000289,2025-02-08,SKU-20016,Fromage rape 200g,21.0,OMG-LIL,,OUI
FreshMarket,FM-000671,2026-07-03,SKU-20018,Pizza surgelee,10.0,OMG-MAR,,OUI
FreshMarket,FM-000025,2026-07-30,SKU-20012,Lait demi-ecreme 1L,5.0,OMG-LYO,,OUI
FreshMarket,FM-000592,2026-01-16,SKU-20013,Filet de poulet 500g,10.0,OMG-MAR,,OUI
FreshMarket,FM-000254,2025-10-19,SKU-20019,Beurre doux 250g,6.0,OMG-LYO,,OUI
FreshMarket,FM-000318,2026-05-05,SKU-20012,Lait demi-ecreme 1L,35.0,OMG-LIL,,OUI
FreshMarket,FM-000592,2026-01-16,SKU-20019,Beurre doux 250g,9.0,OMG-MAR,,OUI
FreshMarket,FM-000799,2025-08-22,SKU-20018,Pizza surgelee,40.0,OMG-MAR,,OUI
FreshMarket,FM-001383,2025-08-01,SKU-20017,Pommes Gala 1kg,4.0,OMG-MAR,,OUI
FreshMarket,FM-000936,2025-05-08,SKU-20012,Lait demi-ecreme 1L,23.0,OMG-LYO,,OUI
FreshMarket,FM-001188,2026-05-16,SKU-20013,Filet de poulet 500g,26.0,OMG-LYO,,OUI
FreshMarket,FM-001323,2025-06-17,SKU-20020,Compote pomme 4x100g,38.0,OMG-MAR,,OUI
FreshMarket,FM-000061,2026-03-31,SKU-20012,Lait demi-ecreme 1L,31.0,OMG-LYO,,OUI
FreshMarket,FM-000245,2025-05-20,SKU-20016,Fromage rape 200g,38.0,OMG-LIL,,OUI
FreshMarket,FM-001042,2025-10-06,SKU-20020,Compote pomme 4x100g,7.0,OMG-LYO,,OUI
FreshMarket,FM-001201,2025-04-05,SKU-20020,Compote pomme 4x100g,18.0,OMG-LIL,,OUI
FreshMarket,FM-000291,2026-01-07,SKU-20011,Yaourt nature 4x125g,11.0,OMG-MAR,,OUI
FreshMarket,FM-000651,2025-02-26,SKU-20017,Pommes Gala 1kg,13.0,OMG-LYO,,OUI
FreshMarket,FM-001087,2025-05-03,SKU-20015,Jus d'orange 1L,15.0,OMG-LIL,,OUI
FreshMarket,FM-001295,2025-01-31,SKU-20015,Jus d'orange 1L,35.0,OMG-MAR,,OUI
FreshMarket,FM-001136,2026-01-09,SKU-20018,Pizza surgelee,14.0,OMG-LYO,,OUI
FreshMarket,FM-000398,2025-02-16,SKU-20012,Lait demi-ecreme 1L,25.0,OMG-LYO,,OUI
FreshMarket,FM-000037,2026-05-11,SKU-20018,Pizza surgelee,16.0,OMG-LYO,,OUI
FreshMarket,FM-000203,2026-01-14,SKU-20019,Beurre doux 250g,11.0,OMG-LYO,,OUI
FreshMarket,FM-000602,2026-06-12,SKU-20011,Yaourt nature 4x125g,4.0,OMG-LIL,,OUI
FreshMarket,FM-000441,2025-08-08,SKU-20017,Pommes Gala 1kg,38.0,OMG-LYO,,OUI
FreshMarket,FM-000119,2025-11-06,SKU-20015,Jus d'orange 1L,23.0,OMG-MAR,,OUI
FreshMarket,FM-001283,2025-05-06,SKU-20012,Lait demi-ecreme 1L,17.0,OMG-LYO,,OUI
FreshMarket,FM-000572,2025-09-17,SKU-20019,Beurre doux 250g,19.0,OMG-LYO,,OUI
FreshMarket,FM-000061,2026-03-31,SKU-20016,Fromage rape 200g,21.0,OMG-LYO,,OUI
FreshMarket,FM-000458,2025-09-16,SKU-20015,Jus d'orange 1L,12.0,OMG-LIL,,OUI
FreshMarket,FM-000614,2025-06-27,SKU-20014,Epinards surgeles 1kg,2.0,OMG-MAR,,OUI
FreshMarket,FM-000114,2025-04-27,SKU-20019,Beurre doux 250g,28.0,OMG-LYO,,OUI
FreshMarket,FM-000283,2026-02-09,SKU-20017,Pommes Gala 1kg,9.0,OMG-MAR,,OUI
FreshMarket,FM-000856,2025-10-26,SKU-20011,Yaourt nature 4x125g,18.0,OMG-MAR,,OUI
FreshMarket,FM-001039,2025-05-14,SKU-20013,Filet de poulet 500g,39.0,OMG-LYO,,OUI
FreshMarket,FM-000084,2026-05-30,SKU-20019,Beurre doux 250g,14.0,OMG-LYO,,OUI
FreshMarket,FM-000592,2026-01-16,SKU-20018,Pizza surgelee,30.0,OMG-MAR,,OUI
FreshMarket,FM-000581,2025-05-14,SKU-20019,Beurre doux 250g,27.0,OMG-MAR,,OUI
FreshMarket,FM-000111,2025-08-07,SKU-20018,Pizza surgelee,24.0,OMG-LIL,,OUI
FreshMarket,FM-000010,2025-05-09,SKU-20019,Beurre doux 250g,13.0,OMG-MAR,,OUI
FreshMarket,FM-000050,2025-08-23,SKU-20012,Lait demi-ecreme 1L,1.0,OMG-LYO,,OUI
FreshMarket,FM-000023,2026-05-23,SKU-20019,Beurre doux 250g,10.0,OMG-MAR,,OUI
FreshMarket,FM-000872,2025-09-23,SKU-20017,Pommes Gala 1kg,,OMG-LIL,,OUI
FreshMarket,FM-000226,2026-02-11,SKU-20012,Lait demi-ecreme 1L,2.0,OMG-LIL,,OUI
FreshMarket,FM-000294,2026-06-10,SKU-20011,Yaourt nature 4x125g,1.0,OMG-MAR,,OUI
FreshMarket,FM-000133,2026-01-12,SKU-20016,Fromage rape 200g,21.0,OMG-LIL,,OUI
FreshMarket,FM-001350,2025-11-08,SKU-20020,Compote pomme 4x100g,28.0,OMG-LYO,,OUI
FreshMarket,FM-000375,2026-06-17,SKU-20011,Yaourt nature 4x125g,23.0,OMG-LYO,,OUI
FreshMarket,FM-001174,2025-11-28,SKU-20012,Lait demi-ecreme 1L,11.0,OMG-LYO,,OUI
FreshMarket,FM-001353,2025-01-25,SKU-20017,Pommes Gala 1kg,7.0,OMG-LYO,,OUI
FreshMarket,FM-000394,2025-09-07,SKU-20015,Jus d'orange 1L,11.0,OMG-LYO,,OUI
FreshMarket,FM-000666,2025-03-04,SKU-20017,Pommes Gala 1kg,25.0,OMG-LIL,,OUI
FreshMarket,FM-000148,2025-03-26,SKU-20017,Pommes Gala 1kg,22.0,OMG-LYO,,OUI
FreshMarket,FM-001387,2026-05-26,SKU-20017,Pommes Gala 1kg,2.0,OMG-MAR,,OUI
FreshMarket,FM-001365,2026-05-09,SKU-20020,Compote pomme 4x100g,23.0,OMG-MAR,,OUI
FreshMarket,FM-000502,2026-05-23,SKU-20018,Pizza surgelee,16.0,OMG-LYO,,OUI
FreshMarket,FM-001155,2025-06-09,SKU-20020,Compote pomme 4x100g,25.0,OMG-MAR,,OUI
FreshMarket,FM-000084,2026-05-30,SKU-20014,Epinards surgeles 1kg,,OMG-LYO,,OUI
FreshMarket,FM-000340,2025-05-01,SKU-20017,Pommes Gala 1kg,14.0,OMG-LYO,,OUI
FreshMarket,FM-001162,2025-05-19,SKU-20016,Fromage rape 200g,11.0,OMG-MAR,,OUI
FreshMarket,FM-000506,2026-06-17,SKU-20016,Fromage rape 200g,7.0,OMG-LIL,,OUI
FreshMarket,FM-000495,2025-05-02,SKU-20015,Jus d'orange 1L,37.0,OMG-LIL,,OUI
FreshMarket,FM-000212,2025-08-05,SKU-20018,Pizza surgelee,32.0,OMG-MAR,,OUI
FreshMarket,FM-000602,2026-06-12,SKU-20015,Jus d'orange 1L,25.0,OMG-LIL,,OUI
FreshMarket,FM-000025,2026-07-30,SKU-20011,Yaourt nature 4x125g,24.0,OMG-LYO,,OUI
FreshMarket,FM-000931,2025-05-09,SKU-20015,Jus d'orange 1L,20.0,OMG-LIL,,OUI
FreshMarket,FM-000777,2025-10-01,SKU-20016,Fromage rape 200g,8.0,OMG-LIL,,OUI
FreshMarket,FM-000371,2025-05-30,SKU-20017,Pommes Gala 1kg,1.0,OMG-LYO,,OUI
FreshMarket,FM-001370,2025-11-07,SKU-20011,Yaourt nature 4x125g,28.0,OMG-MAR,,OUI
FreshMarket,FM-000987,2026-04-30,SKU-20011,Yaourt nature 4x125g,15.0,OMG-LYO,,OUI
FreshMarket,FM-001086,2025-05-15,SKU-20011,Yaourt nature 4x125g,26.0,OMG-MAR,,OUI
FreshMarket,FM-001032,2025-05-14,SKU-20013,Filet de poulet 500g,5.0,OMG-LYO,,OUI
FreshMarket,FM-001134,2026-03-11,SKU-20013,Filet de poulet 500g,20.0,OMG-LYO,,OUI
FreshMarket,FM-001257,2025-04-15,SKU-20014,Epinards surgeles 1kg,3.0,OMG-LYO,,OUI
FreshMarket,FM-000857,2025-06-24,SKU-20011,Yaourt nature 4x125g,20.0,OMG-LYO,,OUI
MedioTex,MTX-000159,2026-06-07,SKU-30027,Short de sport,17.0,OMG-LIL,,
MedioTex,MTX-000118,2025-04-14,SKU-30022,Jean coupe droite,30.0,OMG-LIL,,
MedioTex,MTX-000186,2025-03-05,SKU-30023,Veste softshell,25.0,OMG-LYO,,
MedioTex,MTX-000265,2025-02-08,SKU-30026,Chemise popeline,20.0,OMG-LYO,,
MedioTex,MTX-000847,2025-09-26,SKU-30030,Robe ete,40.0,OMG-LYO,,
MedioTex,MTX-001399,2025-06-18,SKU-30026,Chemise popeline,16.0,OMG-MAR,,
MedioTex,MTX-001016,2025-10-19,SKU-30022,Jean coupe droite,38.0,OMG-MAR,,
MedioTex,MTX-000077,2026-01-21,SKU-30026,Chemise popeline,15.0,OMG-MAR,,
MedioTex,MTX-000158,2025-04-27,SKU-30024,Chaussettes x3,38.0,OMG-MAR,,
MedioTex,MTX-000393,2026-07-26,SKU-30027,Short de sport,21.0,OMG-MAR,,
MedioTex,MTX-001150,2026-03-20,SKU-30023,Veste softshell,2.0,OMG-MAR,,
MedioTex,MTX-000141,2025-09-12,SKU-30023,Veste softshell,26.0,OMG-LYO,,
MedioTex,MTX-000011,2025-06-28,SKU-30022,Jean coupe droite,4.0,OMG-MAR,,
MedioTex,MTX-000934,2025-01-21,SKU-30026,Chemise popeline,33.0,OMG-MAR,,
MedioTex,MTX-001258,2026-03-06,SKU-30030,Robe ete,7.0,OMG-LIL,,
MedioTex,MTX-001270,2026-05-01,SKU-30029,Casquette coton,19.0,OMG-LIL,,
MedioTex,MTX-000186,2025-03-05,SKU-30022,Jean coupe droite,6.0,OMG-LYO,,
MedioTex,MTX-001347,2025-01-31,SKU-30022,Jean coupe droite,32.0,OMG-LYO,,
MedioTex,MTX-000639,2025-04-18,SKU-30026,Chemise popeline,26.0,OMG-MAR,,
MedioTex,MTX-000440,2026-04-20,SKU-30029,Casquette coton,4.0,OMG-LYO,,
MedioTex,MTX-000419,2025-03-10,SKU-30026,Chemise popeline,9.0,OMG-MAR,,
MedioTex,MTX-001059,2025-01-16,SKU-30024,Chaussettes x3,32.0,OMG-LYO,,
MedioTex,MTX-000249,2025-11-04,SKU-30025,Pull col rond,21.0,OMG-MAR,,
MedioTex,MTX-001243,2026-03-24,SKU-30023,Veste softshell,19.0,OMG-MAR,,
MedioTex,MTX-000724,2025-01-07,SKU-30022,Jean coupe droite,28.0,OMG-MAR,,
MedioTex,MTX-000399,2025-09-03,SKU-30023,Veste softshell,13.0,OMG-LYO,,
MedioTex,MTX-001193,2025-06-02,SKU-30028,Doudoune legere,38.0,OMG-MAR,,
MedioTex,MTX-001397,2025-09-15,SKU-30021,T-shirt coton uni,3.0,OMG-LYO,,
MedioTex,MTX-000244,2026-05-05,SKU-30029,Casquette coton,32.0,OMG-LYO,,
MedioTex,MTX-000105,2025-05-27,SKU-30021,T-shirt coton uni,29.0,OMG-MAR,,
MedioTex,MTX-000044,2025-09-23,SKU-30027,Short de sport,12.0,OMG-MAR,,
MedioTex,MTX-001267,2025-05-31,SKU-30029,Casquette coton,9.0,OMG-LIL,,
MedioTex,MTX-000620,2026-03-11,SKU-30030,Robe ete,27.0,OMG-LYO,,
MedioTex,MTX-000236,2025-09-05,SKU-30023,Veste softshell,38.0,OMG-LIL,,
MedioTex,MTX-001356,2026-05-18,SKU-30024,Chaussettes x3,30.0,OMG-LIL,,
MedioTex,MTX-000238,2025-02-01,SKU-30027,Short de sport,33.0,OMG-MAR,,
MedioTex,MTX-000959,2025-04-04,SKU-30026,Chemise popeline,26.0,OMG-MAR,,
MedioTex,MTX-000071,2025-12-04,SKU-30028,Doudoune legere,11.0,OMG-LYO,,
MedioTex,MTX-000115,2026-05-06,SKU-30027,Short de sport,1.0,OMG-LYO,,
MedioTex,MTX-001253,2026-06-04,SKU-30025,Pull col rond,27.0,OMG-LYO,,
MedioTex,MTX-000890,2025-01-23,SKU-30026,Chemise popeline,17.0,OMG-LYO,,
MedioTex,MTX-000390,2026-04-13,SKU-30021,T-shirt coton uni,20.0,OMG-MAR,,
MedioTex,MTX-000640,2025-04-26,SKU-30028,Doudoune legere,15.0,OMG-MAR,,
MedioTex,MTX-001045,2025-02-06,SKU-30027,Short de sport,33.0,OMG-LYO,,
MedioTex,MTX-001035,2026-04-02,SKU-30030,Robe ete,5.0,OMG-LIL,,
MedioTex,MTX-000525,2025-10-23,SKU-30024,Chaussettes x3,16.0,OMG-LIL,,
MedioTex,MTX-000243,2026-04-25,SKU-30028,Doudoune legere,27.0,OMG-MAR,,
MedioTex,MTX-000444,2026-03-25,SKU-30029,Casquette coton,18.0,OMG-LYO,,
MedioTex,MTX-001083,2026-04-27,SKU-30026,Chemise popeline,39.0,OMG-LYO,,
MedioTex,MTX-000330,2026-03-26,SKU-30026,Chemise popeline,38.0,OMG-LIL,,
MedioTex,MTX-000277,2026-03-27,SKU-30028,Doudoune legere,13.0,OMG-MAR,,
MedioTex,MTX-001083,2026-04-27,SKU-30021,T-shirt coton uni,6.0,OMG-LYO,,
MedioTex,MTX-001171,2025-07-29,SKU-30026,Chemise popeline,2.0,OMG-MAR,,
MedioTex,MTX-001317,2025-05-11,SKU-30029,Casquette coton,14.0,OMG-MAR,,
MedioTex,MTX-000834,2026-04-27,SKU-30021,T-shirt coton uni,11.0,OMG-MAR,,
MedioTex,MTX-001073,2026-05-08,SKU-30026,Chemise popeline,39.0,OMG-LYO,,
MedioTex,MTX-000918,2026-04-01,SKU-30029,Casquette coton,1.0,OMG-LYO,,
MedioTex,MTX-000617,2025-03-17,SKU-30028,Doudoune legere,16.0,OMG-MAR,,
MedioTex,MTX-000213,2026-05-09,SKU-30027,Short de sport,14.0,OMG-LIL,,
MedioTex,MTX-001360,2026-01-27,SKU-30028,Doudoune legere,2.0,OMG-MAR,,
MedioTex,MTX-000238,2025-02-01,SKU-30024,Chaussettes x3,23.0,OMG-MAR,,
MedioTex,MTX-000367,2025-11-03,SKU-30027,Short de sport,16.0,OMG-LIL,,
MedioTex,MTX-000138,2025-11-10,SKU-30021,T-shirt coton uni,37.0,OMG-LIL,,
MedioTex,MTX-000166,2026-06-07,SKU-30029,Casquette coton,15.0,OMG-MAR,,
MedioTex,MTX-001316,2026-04-25,SKU-30023,Veste softshell,32.0,OMG-MAR,,
MedioTex,MTX-000875,2025-02-27,SKU-30028,Doudoune legere,28.0,OMG-LYO,,
MedioTex,MTX-000246,2025-06-20,SKU-30026,Chemise popeline,38.0,OMG-LYO,,
MedioTex,MTX-001320,2025-03-09,SKU-30028,Doudoune legere,30.0,OMG-MAR,,
MedioTex,MTX-000576,2026-07-25,SKU-30023,Veste softshell,40.0,OMG-MAR,,
MedioTex,MTX-000069,2025-01-12,SKU-30028,Doudoune legere,17.0,OMG-LIL,,
MedioTex,MTX-000780,2026-07-30,SKU-30025,Pull col rond,18.0,OMG-MAR,,
MedioTex,MTX-000156,2025-12-28,SKU-30022,Jean coupe droite,19.0,OMG-LYO,,
MedioTex,MTX-000685,2025-01-25,SKU-30025,Pull col rond,36.0,OMG-MAR,,
MedioTex,MTX-001128,2025-10-29,SKU-30023,Veste softshell,29.0,OMG-MAR,,
MedioTex,MTX-001083,2026-04-27,SKU-30026,Chemise popeline,38.0,OMG-LYO,,
MedioTex,MTX-000778,2025-12-06,SKU-30022,Jean coupe droite,6.0,OMG-MAR,,
MedioTex,MTX-000650,2025-06-18,SKU-30022,Jean coupe droite,33.0,OMG-MAR,,
MedioTex,MTX-000954,2026-06-15,SKU-30024,Chaussettes x3,2.0,OMG-LYO,,
MedioTex,MTX-000954,2026-06-15,SKU-30030,Robe ete,15.0,OMG-LYO,,
MedioTex,MTX-000903,2025-04-05,SKU-30027,Short de sport,32.0,OMG-MAR,,
MedioTex,MTX-001092,2025-06-27,SKU-30022,Jean coupe droite,25.0,OMG-MAR,,
MedioTex,MTX-001287,2026-07-18,SKU-30026,Chemise popeline,4.0,OMG-LYO,,
MedioTex,MTX-000945,2025-02-05,SKU-30025,Pull col rond,18.0,OMG-MAR,,
MedioTex,MTX-000308,2026-06-23,SKU-30027,Short de sport,27.0,OMG-LIL,,
MedioTex,MTX-000862,2025-06-19,SKU-30028,Doudoune legere,12.0,OMG-MAR,,
MedioTex,MTX-000837,2025-04-11,SKU-30030,Robe ete,40.0,OMG-LIL,,
MedioTex,MTX-000079,2025-07-31,SKU-30028,Doudoune legere,5.0,OMG-MAR,,
MedioTex,MTX-000850,2025-11-30,SKU-30026,Chemise popeline,13.0,OMG-LYO,,
MedioTex,MTX-001125,2025-11-25,SKU-30022,Jean coupe droite,31.0,OMG-LYO,,
MedioTex,MTX-000701,2025-05-20,SKU-30021,T-shirt coton uni,9.0,OMG-MAR,,
MedioTex,MTX-000667,2026-07-25,SKU-30027,Short de sport,28.0,OMG-MAR,,
MedioTex,MTX-000930,2026-04-06,SKU-30024,Chaussettes x3,37.0,OMG-LIL,,
MedioTex,MTX-000963,2025-04-10,SKU-30024,Chaussettes x3,2.0,OMG-MAR,,
MedioTex,MTX-000019,2026-06-09,SKU-30030,Robe ete,3.0,OMG-LYO,,
MedioTex,MTX-000910,2025-04-22,SKU-30026,Chemise popeline,5.0,OMG-LYO,,
MedioTex,MTX-001357,2025-08-16,SKU-30024,Chaussettes x3,32.0,OMG-MAR,,
MedioTex,MTX-000817,2026-02-07,SKU-30023,Veste softshell,23.0,OMG-LIL,,
MedioTex,MTX-001199,2025-05-12,SKU-30027,Short de sport,14.0,OMG-LIL,,
