id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
13844,FreshMarket,Marseille,Alimentaire,2023-03-06,39.48,2,23.04,Livree
13845,NordDrive,Marseille,Pieces auto,2026-01-29,12.91,1,78.23,Livree
13846,FreshMarket,Lille,Alimentaire,2023-02-02,1.03,3,24.07,Livree
13847,FreshMarket,Lille,Alimentaire,2023-10-02,34.92,2,80.47,Livree
13848,NordDrive,Lille,Pieces auto,2025-02-16,36.55,3,81.04,Livree
13849,NordDrive,Marseille,Pieces auto,2025-11-22,37.19,1,29.4,Livree
13850,FreshMarket,Marseille,Alimentaire,2023-07-19,40.57,2,12.27,Livree
13851,MedioTex,Marseille,Textile,2026-01-24,14.96,2,82.93,Retardee
13852,NordDrive,Lyon,Pieces auto,2022-06-27,27.12,2,30.39,Livree
13853,FreshMarket,Marseille,Alimentaire,2022-06-08,2.77,4,49.44,Incident
13854,NordDrive,Lyon,Pieces auto,2023-03-21,13.51,3,71.06,Livree
13855,MedioTex,Lyon,Textile,2026-02-13,44.45,3,29.51,Retardee
13856,NordDrive,Lyon,Pieces auto,2022-08-04,27.42,3,23.27,Livree
13857,MedioTex,Lyon,Textile,2025-03-05,43.78,3,20.72,Livree
13858,MedioTex,Lille,Textile,2022-03-27,3.24,2,62.33,Livree
13859,FreshMarket,Marseille,Alimentaire,2023-12-11,16.11,1,30.02,Livree
13860,NordDrive,Marseille,Pieces auto,2022-04-05,30.17,3,42.37,Livree
13861,FreshMarket,Lyon,Alimentaire,2024-01-28,0.75,4,88.06,Retardee
13862,FreshMarket,Lille,Alimentaire,2024-06-18,40.81,3,16.08,Incident
13863,NordDrive,Marseille,Pieces auto,2024-06-19,34.61,4,48.26,Incident
13864,MedioTex,Lille,Textile,2025-01-06,7.01,1,78.35,Retardee
13865,NordDrive,Lyon,Pieces auto,2022-04-11,30.88,1,30.95,Livree
13866,FreshMarket,Marseille,Alimentaire,2023-01-29,24.52,4,74.1,Livree
13867,NordDrive,Marseille,Pieces auto,2024-09-18,40.1,1,38.97,Livree
13868,MedioTex,Lille,Textile,2024-10-27,28.41,3,57.6,Livree
13869,MedioTex,Lyon,Textile,2022-06-02,2.65,1,55.23,Incident
13870,NordDrive,Lille,Pieces auto,2025-12-10,9.99,2,19.32,Livree
13871,FreshMarket,Marseille,Alimentaire,2022-12-03,10.15,2,43.64,Livree
13872,MedioTex,Lille,Textile,2024-08-02,34.07,3,15.02,Retardee
13873,FreshMarket,Lyon,Alimentaire,2024-02-02,15.04,2,20.03,Livree
13874,FreshMarket,Lyon,Alimentaire,2023-03-15,35.8,3,69.93,Livree
13875,FreshMarket,Marseille,Alimentaire,2023-10-25,0.57,2,35.65,Livree
13876,FreshMarket,Lille,Alimentaire,2024-07-02,11.72,1,82.34,Livree
13877,NordDrive,Lille,Pieces auto,2025-05-08,7.02,1,46.19,Livree
13878,MedioTex,Lyon,Textile,2025-03-07,36.21,3,80.21,Incident
13879,NordDrive,Lille,Pieces auto,2022-05-12,6.13,4,58.93,Livree
13880,NordDrive,Lille,Pieces auto,2022-12-18,37.39,3,40.75,Livree
13881,NordDrive,Lyon,Pieces auto,2025-01-08,19.57,3,21.92,Incident
13882,FreshMarket,Marseille,Alimentaire,2022-09-27,4.13,1,9.95,Livree
13883,NordDrive,Lyon,Pieces auto,2025-05-12,16.82,2,83.96,Livree
13884,FreshMarket,Lyon,Alimentaire,2022-01-24,8.09,2,73.56,Livree
13885,MedioTex,Lyon,Textile,2025-01-31,32.39,1,21.96,Livree
13886,NordDrive,Lille,Pieces auto,2025-12-27,44.52,1,17.08,Livree
13887,FreshMarket,Lyon,Alimentaire,2026-05-21,38.52,1,58.58,Livree
13888,MedioTex,Lyon,Textile,2025-12-06,27.99,2,53.37,Livree
13889,FreshMarket,Lille,Alimentaire,2026-04-21,7.81,4,46.52,Livree
13890,MedioTex,Marseille,Textile,2023-01-30,19.61,4,63.42,Livree
13891,FreshMarket,Marseille,Alimentaire,2022-04-16,26.89,3,65.44,Livree
13892,FreshMarket,Lille,Alimentaire,2023-10-07,18.32,1,54.04,Livree
13893,MedioTex,Lille,Textile,2022-01-15,29.67,3,72.4,Retardee
13894,MedioTex,Marseille,Textile,2024-09-27,9.4,3,17.36,Livree
13895,FreshMarket,Lyon,Alimentaire,2023-08-16,5.64,2,16.79,Livree
13896,FreshMarket,Lille,Alimentaire,2024-01-06,1.49,2,72.48,Livree
13897,FreshMarket,Lille,Alimentaire,2022-04-27,10.05,3,73.77,Livree
13898,FreshMarket,Lyon,Alimentaire,2026-07-03,13.81,3,29.21,Livree
13899,FreshMarket,Marseille,Alimentaire,2024-02-07,1.54,2,41.83,Livree
13900,FreshMarket,Lille,Alimentaire,2025-06-30,10.28,1,21.13,Livree
13901,MedioTex,Lyon,Textile,2024-03-24,44.41,2,49.59,Livree
13902,MedioTex,Marseille,Textile,2025-01-07,38.65,2,71.13,Livree
13903,FreshMarket,Lille,Alimentaire,2024-09-01,14.18,2,82.08,Livree
13904,MedioTex,Lille,Textile,2022-07-26,10.2,3,83.28,Livree
13905,FreshMarket,Marseille,Alimentaire,2026-02-12,14.69,1,78.52,Incident
13906,MedioTex,Lyon,Textile,2024-08-16,8.26,5,76.79,Livree
13907,MedioTex,Lille,Textile,2024-02-09,43.42,4,87.94,Livree
13908,FreshMarket,Lyon,Alimentaire,2023-01-14,3.69,4,67.59,Livree
13909,MedioTex,Marseille,Textile,2026-03-11,37.35,2,38.42,Livree
13910,MedioTex,Marseille,Textile,2023-10-18,20.05,2,78.07,Livree
13911,NordDrive,Lyon,Pieces auto,2024-03-20,2.85,5,19.0,Retardee
13912,NordDrive,Lille,Pieces auto,2025-05-11,40.9,2,72.85,Livree
13913,NordDrive,Marseille,Pieces auto,2026-02-12,24.16,1,32.42,Incident
13914,NordDrive,Marseille,Pieces auto,2023-10-10,21.83,2,77.54,Retardee
13915,FreshMarket,Lille,Alimentaire,2025-10-04,36.22,1,15.79,Livree
13916,NordDrive,Marseille,Pieces auto,2024-01-23,16.42,1,15.62,Livree
13917,NordDrive,Lille,Pieces auto,2025-01-16,14.39,1,65.53,Retardee
13918,MedioTex,Lille,Textile,2022-10-05,38.26,1,25.91,Livree
13919,NordDrive,Lille,Pieces auto,2022-05-15,25.39,3,37.77,Livree
13920,FreshMarket,Marseille,Alimentaire,2025-03-14,35.4,3,16.17,Livree
13921,FreshMarket,Lyon,Alimentaire,2022-07-16,35.07,1,81.72,Livree
13922,MedioTex,Marseille,Textile,2024-05-20,19.19,2,48.83,Livree
13923,FreshMarket,Marseille,Alimentaire,2024-03-30,3.34,1,45.51,Livree
13924,FreshMarket,Marseille,Alimentaire,2025-12-04,43.54,1,28.65,Livree
13925,NordDrive,Marseille,Pieces auto,2022-07-23,38.91,4,60.64,Livree
13926,MedioTex,Marseille,Textile,2022-02-04,31.27,3,42.1,Livree
13927,MedioTex,Lyon,Textile,2022-09-21,28.89,3,24.47,Incident
13928,MedioTex,Lyon,Textile,2025-11-21,30.19,4,86.76,Livree
13929,MedioTex,Lyon,Textile,2025-05-10,9.36,1,27.14,Livree
13930,FreshMarket,Marseille,Alimentaire,2025-01-15,14.12,1,82.9,Livree
13931,MedioTex,Lille,Textile,2024-07-08,27.82,1,76.86,Livree
13932,FreshMarket,Lyon,Alimentaire,2022-03-14,30.91,2,25.32,Livree
13933,NordDrive,Marseille,Pieces auto,2026-07-14,21.09,1,18.2,Livree
13934,NordDrive,Marseille,Pieces auto,2023-08-11,23.97,1,14.49,Livree
13935,MedioTex,Marseille,Textile,2026-06-03,5.64,1,48.91,Retardee
13936,FreshMarket,Marseille,Alimentaire,2026-04-27,11.24,1,29.16,Livree
13937,FreshMarket,Marseille,Alimentaire,2025-12-23,21.51,2,60.74,Livree
13938,FreshMarket,Marseille,Alimentaire,2023-05-14,40.91,4,89.27,Retardee
13939,FreshMarket,Lille,Alimentaire,2023-10-28,1.68,1,36.56,Livree
13940,MedioTex,Lyon,Textile,2022-12-26,10.34,2,60.3,Livree
13941,FreshMarket,Lyon,Alimentaire,2023-06-16,30.09,2,51.91,Retardee
13942,NordDrive,Lille,Pieces auto,2023-02-25,4.79,3,49.9,Retardee
13943,NordDrive,Lyon,Pieces auto,2022-12-01,10.05,2,38.7,Livree
13944,FreshMarket,Lyon,Alimentaire,2025-10-17,41.84,3,41.69,Livree
13945,NordDrive,Lille,Pieces auto,2024-12-02,32.99,1,78.41,Livree
13946,FreshMarket,Lille,Alimentaire,2025-02-24,37.17,1,29.27,Livree
13947,NordDrive,Lyon,Pieces auto,2024-03-17,34.49,1,50.47,Livree
13948,MedioTex,Lyon,Textile,2025-11-15,38.28,2,62.71,Retardee
13949,FreshMarket,Lille,Alimentaire,2024-01-10,24.99,3,36.21,Livree
13950,NordDrive,Marseille,Pieces auto,2025-08-17,39.13,4,38.98,Livree
13951,FreshMarket,Lille,Alimentaire,2022-03-08,5.94,4,18.92,Livree
13952,MedioTex,Lille,Textile,2023-10-30,27.73,4,60.18,Livree
13953,MedioTex,Lille,Textile,2026-06-18,9.72,1,43.72,Retardee
13954,NordDrive,Lyon,Pieces auto,2024-11-21,14.13,1,44.35,Livree
13955,NordDrive,Lyon,Pieces auto,2022-05-03,25.95,1,16.12,Livree
13956,MedioTex,Lille,Textile,2022-10-02,11.02,2,68.29,Livree
13957,MedioTex,Lyon,Textile,2025-04-09,1.9,4,87.28,Livree
13958,NordDrive,Marseille,Pieces auto,2023-07-17,43.11,2,56.12,Livree
13959,FreshMarket,Marseille,Alimentaire,2022-05-01,11.8,2,34.43,Livree
13960,FreshMarket,Lyon,Alimentaire,2025-06-14,24.75,2,10.52,Livree
13961,NordDrive,Lyon,Pieces auto,2022-03-07,13.57,2,29.26,Livree
13962,MedioTex,Lyon,Textile,2024-03-18,41.1,2,15.5,Livree
13963,MedioTex,Lyon,Textile,2023-05-09,16.4,1,52.09,Livree
13964,MedioTex,Lille,Textile,2026-01-19,8.36,1,66.31,Livree
13965,MedioTex,Lyon,Textile,2023-12-15,13.52,3,63.81,Livree
13966,NordDrive,Lille,Pieces auto,2023-10-09,4.83,2,83.24,Retardee
13967,MedioTex,Marseille,Textile,2026-01-25,24.56,2,72.81,Livree
13968,NordDrive,Lille,Pieces auto,2023-02-05,42.92,3,82.35,Retardee
13969,MedioTex,Marseille,Textile,2022-01-18,3.71,1,85.04,Retardee
13970,NordDrive,Marseille,Pieces auto,2023-08-24,41.25,4,79.21,Livree
13971,FreshMarket,Lyon,Alimentaire,2022-08-15,9.74,1,81.73,Livree
13972,MedioTex,Lille,Textile,2022-09-03,25.53,3,64.51,Livree
13973,FreshMarket,Lille,Alimentaire,2025-05-17,13.93,4,79.65,Livree
13974,FreshMarket,Lyon,Alimentaire,2024-02-04,44.41,2,23.78,Livree
13975,MedioTex,Lyon,Textile,2023-10-27,37.48,3,87.66,Retardee
13976,FreshMarket,Marseille,Alimentaire,2025-08-23,12.75,3,36.18,Livree
13977,MedioTex,Lyon,Textile,2023-12-27,20.12,4,71.43,Livree
13978,NordDrive,Lyon,Pieces auto,2023-06-21,13.59,4,44.69,Livree
13979,MedioTex,Marseille,Textile,2026-01-20,33.21,1,83.55,Livree
13980,FreshMarket,Lille,Alimentaire,2024-05-11,16.78,1,31.93,Livree
13981,NordDrive,Lille,Pieces auto,2024-09-01,36.4,1,44.18,Livree
13982,NordDrive,Marseille,Pieces auto,2022-08-27,25.77,2,51.54,Livree
13983,NordDrive,Marseille,Pieces auto,2023-01-10,4.15,2,61.24,Livree
13984,MedioTex,Lille,Textile,2026-05-24,15.65,4,33.86,Livree
13985,MedioTex,Lyon,Textile,2026-01-20,12.52,2,17.42,Livree
13986,MedioTex,Marseille,Textile,2022-11-01,16.9,1,34.98,Livree
13987,NordDrive,Marseille,Pieces auto,2023-05-31,21.24,1,33.62,Livree
13988,NordDrive,Lille,Pieces auto,2025-06-11,31.36,4,56.39,Livree
13989,MedioTex,Lyon,Textile,2024-08-03,15.31,4,66.27,Livree
13990,MedioTex,Marseille,Textile,2024-03-01,35.38,1,52.99,Livree
13991,FreshMarket,Lille,Alimentaire,2024-11-10,38.92,1,10.39,Livree
13992,MedioTex,Marseille,Textile,2023-06-03,8.37,3,75.27,Livree
13993,NordDrive,Lyon,Pieces auto,2024-02-02,13.74,2,40.13,Retardee
13994,FreshMarket,Marseille,Alimentaire,2022-05-30,41.13,1,69.66,Livree
13995,MedioTex,Marseille,Textile,2022-06-19,2.39,2,40.97,Livree
13996,MedioTex,Marseille,Textile,2022-04-30,10.88,2,15.39,Livree
13997,MedioTex,Lyon,Textile,2022-05-07,6.04,1,64.67,Livree
13998,MedioTex,Lyon,Textile,2024-01-10,40.21,4,18.15,Livree
13999,MedioTex,Lyon,Textile,2023-09-22,18.64,3,37.3,Retardee
14000,FreshMarket,Lyon,Alimentaire,2022-09-07,18.34,1,60.17,Livree
14001,FreshMarket,Lille,Alimentaire,2022-05-29,10.57,4,48.29,Incident
14002,FreshMarket,Lille,Alimentaire,2022-05-25,38.61,1,30.71,Livree
14003,FreshMarket,Lille,Alimentaire,2023-06-28,12.87,3,60.03,Livree
14004,MedioTex,Lyon,Textile,2023-04-03,28.57,1,15.7,Livree
14005,FreshMarket,Lyon,Alimentaire,2022-06-26,43.46,3,16.08,Livree
14006,FreshMarket,Lille,Alimentaire,2022-04-18,2.74,1,20.14,Livree
14007,MedioTex,Lille,Textile,2026-01-22,42.52,1,81.79,Livree
14008,NordDrive,Marseille,Pieces auto,2025-10-10,21.43,3,30.3,Livree
14009,NordDrive,Lyon,Pieces auto,2026-03-11,5.48,1,36.46,Livree
14010,NordDrive,Marseille,Pieces auto,2025-01-20,21.99,2,84.44,Livree
14011,NordDrive,Lyon,Pieces auto,2024-03-29,31.63,2,59.84,Livree
14012,FreshMarket,Marseille,Alimentaire,2023-10-05,17.2,4,48.38,Livree
14013,MedioTex,Lyon,Textile,2023-12-01,41.28,4,77.75,Livree
14014,FreshMarket,Lille,Alimentaire,2022-04-13,6.07,1,15.93,Livree
14015,MedioTex,Lille,Textile,2022-05-10,39.92,3,27.63,Livree
14016,MedioTex,Lyon,Textile,2025-12-28,13.4,3,79.74,Livree
14017,NordDrive,Lille,Pieces auto,2022-09-08,30.44,2,57.17,Livree
14018,MedioTex,Marseille,Textile,2025-07-23,0.41,5,44.44,Livree
14019,NordDrive,Lyon,Pieces auto,2022-09-20,23.88,2,63.2,Retardee
14020,NordDrive,Lyon,Pieces auto,2025-01-29,8.0,2,51.97,Livree
14021,MedioTex,Lille,Textile,2026-01-08,14.04,2,36.0,Livree
14022,NordDrive,Marseille,Pieces auto,2022-11-03,15.56,2,41.22,Livree
14023,NordDrive,Marseille,Pieces auto,2023-05-29,29.91,2,13.04,Livree
14024,FreshMarket,Lyon,Alimentaire,2025-03-15,36.7,4,43.67,Livree
14025,NordDrive,Marseille,Pieces auto,2026-02-16,36.23,2,70.52,Livree
14026,MedioTex,Lille,Textile,2025-07-25,7.34,2,87.76,Livree
14027,MedioTex,Lyon,Textile,2022-01-16,1.34,1,79.25,Livree
14028,FreshMarket,Lyon,Alimentaire,2024-10-14,22.85,2,78.25,Livree
14029,FreshMarket,Lille,Alimentaire,2024-09-04,32.24,2,76.34,Livree
14030,FreshMarket,Lille,Alimentaire,2025-12-05,20.54,3,28.12,Livree
14031,FreshMarket,Marseille,Alimentaire,2022-08-22,26.69,2,18.81,Livree
14032,NordDrive,Marseille,Pieces auto,2024-01-06,34.38,5,87.35,Livree
14033,FreshMarket,Lille,Alimentaire,2025-11-17,10.58,2,76.21,Retardee
14034,NordDrive,Marseille,Pieces auto,2024-11-06,12.79,1,55.76,Livree
14035,FreshMarket,Lille,Alimentaire,2025-09-30,23.58,2,80.11,Livree
14036,MedioTex,Marseille,Textile,2026-07-12,30.27,1,77.26,Livree
14037,MedioTex,Marseille,Textile,2024-11-15,36.48,3,19.26,Livree
14038,NordDrive,Marseille,Pieces auto,2025-12-29,20.9,1,35.31,Retardee
14039,NordDrive,Lyon,Pieces auto,2024-07-17,38.17,1,62.59,Livree
14040,MedioTex,Marseille,Textile,2024-10-17,26.26,5,43.55,Livree
14041,MedioTex,Lyon,Textile,2025-03-27,12.04,2,52.2,Livree
14042,MedioTex,Marseille,Textile,2026-05-30,39.1,3,65.44,Livree
14043,FreshMarket,Lyon,Alimentaire,2024-06-15,34.42,1,33.96,Livree
14044,FreshMarket,Marseille,Alimentaire,2026-05-30,25.06,2,86.17,Livree
14045,NordDrive,Lille,Pieces auto,2024-10-12,32.77,1,50.86,Livree
14046,FreshMarket,Lille,Alimentaire,2025-01-16,7.41,4,56.9,Livree
14047,NordDrive,Lille,Pieces auto,2024-12-14,19.0,1,34.45,Retardee
14048,MedioTex,Marseille,Textile,2024-01-26,4.05,2,82.08,Livree
14049,NordDrive,Lyon,Pieces auto,2024-04-17,0.36,2,34.35,Livree
14050,FreshMarket,Lille,Alimentaire,2025-07-18,1.07,1,46.79,Livree
14051,NordDrive,Lyon,Pieces auto,2023-03-26,18.76,1,54.53,Livree
14052,MedioTex,Lyon,Textile,2024-07-29,30.96,2,43.72,Livree
14053,FreshMarket,Lyon,Alimentaire,2022-01-13,19.05,5,54.43,Livree
14054,FreshMarket,Marseille,Alimentaire,2022-02-18,31.91,3,45.08,Livree
14055,MedioTex,Lille,Textile,2025-10-11,5.08,4,24.61,Livree
14056,MedioTex,Lyon,Textile,2025-07-09,9.04,1,62.34,Livree
14057,MedioTex,Lyon,Textile,2026-05-18,43.59,2,79.61,Livree
14058,MedioTex,Lyon,Textile,2025-10-27,34.54,3,45.56,Livree
14059,MedioTex,Lyon,Textile,2024-09-11,36.0,2,16.28,Livree
14060,NordDrive,Lyon,Pieces auto,2022-01-25,42.51,3,43.5,Livree
14061,NordDrive,Lyon,Pieces auto,2024-02-03,11.42,5,68.7,Livree
14062,FreshMarket,Lille,Alimentaire,2022-07-03,22.74,1,22.48,Livree
14063,FreshMarket,Lyon,Alimentaire,2023-02-23,0.66,2,52.94,Retardee
14064,MedioTex,Marseille,Textile,2022-06-19,40.72,3,84.03,Livree
14065,FreshMarket,Marseille,Alimentaire,2023-09-12,27.97,1,61.0,Livree
14066,MedioTex,Lyon,Textile,2022-01-14,23.08,1,32.72,Livree
14067,FreshMarket,Marseille,Alimentaire,2022-02-12,32.13,2,62.67,Livree
14068,NordDrive,Lyon,Pieces auto,2022-07-20,24.71,1,40.29,Livree
14069,NordDrive,Marseille,Pieces auto,2026-01-21,37.31,2,82.41,Livree
14070,FreshMarket,Lille,Alimentaire,2024-10-01,6.07,3,17.42,Livree
14071,FreshMarket,Marseille,Alimentaire,2024-06-09,30.67,2,60.38,Retardee
14072,NordDrive,Lyon,Pieces auto,2023-09-21,41.24,3,66.47,Livree
14073,MedioTex,Marseille,Textile,2024-02-14,1.91,3,39.47,Livree
14074,FreshMarket,Marseille,Alimentaire,2024-01-16,4.47,1,63.74,Livree
14075,NordDrive,Lille,Pieces auto,2026-07-21,32.73,1,24.22,Retardee
14076,FreshMarket,Marseille,Alimentaire,2023-09-11,12.76,2,34.58,Livree
14077,FreshMarket,Lille,Alimentaire,2025-05-30,20.83,1,17.38,Incident
14078,NordDrive,Marseille,Pieces auto,2023-09-23,28.25,2,65.58,Livree
14079,MedioTex,Lille,Textile,2026-05-20,4.47,1,75.64,Retardee
14080,MedioTex,Lyon,Textile,2025-12-25,31.33,2,74.32,Incident
14081,NordDrive,Marseille,Pieces auto,2024-05-20,11.27,2,73.12,Livree
14082,FreshMarket,Marseille,Alimentaire,2022-02-23,14.05,2,58.44,Livree
14083,FreshMarket,Lyon,Alimentaire,2023-06-12,39.96,1,80.3,Livree
14084,MedioTex,Marseille,Textile,2024-02-15,30.95,2,66.89,Retardee
14085,MedioTex,Lille,Textile,2024-05-07,7.84,3,21.23,Incident
14086,MedioTex,Lille,Textile,2022-03-15,27.44,4,75.24,Livree
14087,MedioTex,Marseille,Textile,2022-11-26,29.8,2,16.53,Retardee
14088,FreshMarket,Lyon,Alimentaire,2022-08-20,18.88,1,52.63,Livree
14089,MedioTex,Marseille,Textile,2024-10-12,34.9,1,51.24,Livree
14090,MedioTex,Lille,Textile,2022-04-10,35.45,1,30.82,Livree
14091,NordDrive,Marseille,Pieces auto,2025-07-09,2.13,2,10.58,Livree
14092,MedioTex,Lyon,Textile,2026-04-27,1.76,1,59.71,Livree
14093,MedioTex,Lille,Textile,2025-08-07,21.71,2,46.65,Livree
14094,FreshMarket,Lyon,Alimentaire,2024-01-17,15.82,1,49.62,Livree
14095,NordDrive,Lyon,Pieces auto,2026-02-23,11.54,1,23.79,Livree
14096,MedioTex,Lyon,Textile,2023-11-08,12.75,2,24.84,Livree
14097,MedioTex,Lyon,Textile,2024-04-11,5.55,1,61.09,Livree
14098,FreshMarket,Lille,Alimentaire,2024-05-16,35.31,1,52.75,Livree
14099,FreshMarket,Lille,Alimentaire,2025-01-24,12.56,1,83.49,Livree
14100,FreshMarket,Lyon,Alimentaire,2022-06-28,24.74,2,59.32,Livree
14101,FreshMarket,Lille,Alimentaire,2025-06-26,4.98,1,73.17,Livree
14102,MedioTex,Lille,Textile,2025-12-02,16.6,1,81.85,Livree
14103,NordDrive,Lille,Pieces auto,2023-10-14,5.91,3,72.44,Livree
14104,FreshMarket,Lyon,Alimentaire,2023-11-20,29.43,4,75.76,Livree
14105,FreshMarket,Lyon,Alimentaire,2025-01-16,38.49,1,36.52,Livree
14106,MedioTex,Lyon,Textile,2022-10-25,34.44,1,38.25,Livree
14107,FreshMarket,Marseille,Alimentaire,2025-06-21,0.94,2,69.57,Incident
14108,NordDrive,Lille,Pieces auto,2023-01-20,17.13,4,60.53,Livree
14109,FreshMarket,Marseille,Alimentaire,2023-04-25,35.11,3,35.9,Livree
14110,NordDrive,Lyon,Pieces auto,2022-01-21,13.05,2,66.25,Livree
14111,NordDrive,Marseille,Pieces auto,2025-07-09,42.25,4,37.64,Livree
14112,MedioTex,Marseille,Textile,2025-09-10,43.67,4,38.81,Livree
14113,MedioTex,Marseille,Textile,2022-06-05,32.96,1,71.19,Livree
14114,MedioTex,Marseille,Textile,2024-07-09,25.58,1,11.53,Livree
14115,FreshMarket,Lille,Alimentaire,2024-04-07,27.98,1,61.26,Livree
14116,MedioTex,Lyon,Textile,2025-06-18,29.95,2,47.41,Livree
14117,FreshMarket,Lille,Alimentaire,2025-01-02,25.87,1,56.99,Livree
14118,NordDrive,Marseille,Pieces auto,2025-08-31,6.11,1,61.49,Livree
14119,NordDrive,Marseille,Pieces auto,2024-06-22,38.55,1,37.46,Livree
14120,NordDrive,Marseille,Pieces auto,2026-06-24,18.09,4,64.08,Livree
14121,FreshMarket,Marseille,Alimentaire,2025-10-17,15.19,1,52.15,Livree
14122,FreshMarket,Marseille,Alimentaire,2025-01-18,4.97,1,34.14,Livree
14123,MedioTex,Marseille,Textile,2025-09-08,34.6,3,35.13,Retardee
14124,MedioTex,Marseille,Textile,2025-02-27,1.79,3,31.44,Livree
14125,FreshMarket,Marseille,Alimentaire,2025-05-11,22.08,2,69.5,Retardee
14126,FreshMarket,Lyon,Alimentaire,2025-09-21,8.84,1,38.72,Livree
14127,FreshMarket,Lyon,Alimentaire,2023-08-20,5.73,1,50.01,Livree
14128,NordDrive,Marseille,Pieces auto,2022-09-09,9.85,5,36.04,Livree
14129,MedioTex,Marseille,Textile,2026-06-25,10.8,4,51.09,Livree
14130,FreshMarket,Lyon,Alimentaire,2024-01-23,24.2,3,69.95,Livree
14131,NordDrive,Lille,Pieces auto,2023-12-13,40.31,1,76.65,Livree
14132,NordDrive,Lyon,Pieces auto,2022-03-31,15.21,2,19.12,Retardee
14133,MedioTex,Marseille,Textile,2024-04-15,26.45,2,80.03,Livree
14134,MedioTex,Lille,Textile,2022-02-25,23.82,1,38.47,Livree
14135,FreshMarket,Lyon,Alimentaire,2026-07-13,13.3,1,80.32,Livree
14136,MedioTex,Lyon,Textile,2023-09-23,15.45,1,21.63,Livree
14137,MedioTex,Lille,Textile,2026-01-13,28.09,2,47.74,Retardee
14138,MedioTex,Marseille,Textile,2023-09-25,13.47,1,43.29,Livree
14139,MedioTex,Lille,Textile,2024-07-10,39.36,1,68.4,Livree
14140,NordDrive,Marseille,Pieces auto,2024-12-16,2.77,3,8.79,Livree
14141,NordDrive,Lille,Pieces auto,2026-01-03,21.45,2,49.31,Livree
14142,NordDrive,Marseille,Pieces auto,2024-06-24,4.36,3,13.86,Livree
14143,NordDrive,Lille,Pieces auto,2025-09-20,18.53,3,87.2,Livree
14144,MedioTex,Marseille,Textile,2026-05-11,6.54,3,30.04,Livree
14145,FreshMarket,Marseille,Alimentaire,2022-03-02,18.26,1,23.0,Livree
14146,MedioTex,Lyon,Textile,2024-06-20,29.6,3,14.3,Livree
14147,FreshMarket,Lyon,Alimentaire,2026-01-10,35.79,1,51.57,Livree
14148,FreshMarket,Marseille,Alimentaire,2025-11-19,13.94,3,63.86,Livree
14149,MedioTex,Marseille,Textile,2022-01-23,44.68,1,60.17,Incident
14150,NordDrive,Lyon,Pieces auto,2025-09-27,21.3,1,26.91,Livree
14151,FreshMarket,Lille,Alimentaire,2022-01-30,41.88,1,32.88,Livree
14152,NordDrive,Lille,Pieces auto,2024-03-24,37.05,1,80.92,Livree
14153,NordDrive,Lyon,Pieces auto,2023-05-14,15.8,3,42.65,Livree
14154,MedioTex,Marseille,Textile,2022-04-25,14.83,2,26.79,Livree
14155,NordDrive,Lille,Pieces auto,2024-06-13,37.16,5,39.22,Livree
14156,NordDrive,Lyon,Pieces auto,2025-03-07,10.66,2,71.39,Livree
14157,NordDrive,Lyon,Pieces auto,2025-06-25,2.62,5,10.74,Livree
14158,NordDrive,Lille,Pieces auto,2022-08-25,15.38,2,28.87,Livree
14159,NordDrive,Lyon,Pieces auto,2022-10-18,42.25,3,51.71,Livree
14160,FreshMarket,Lyon,Alimentaire,2026-01-15,4.15,2,26.91,Livree
14161,FreshMarket,Lyon,Alimentaire,2026-05-26,1.55,2,38.15,Livree
14162,NordDrive,Marseille,Pieces auto,2024-07-27,44.52,1,12.42,Retardee
14163,MedioTex,Lille,Textile,2022-06-13,20.88,2,86.74,Livree
14164,NordDrive,Lyon,Pieces auto,2025-09-05,5.61,3,35.2,Livree
14165,NordDrive,Lyon,Pieces auto,2022-05-02,28.44,2,26.53,Livree
14166,MedioTex,Lille,Textile,2022-02-21,22.69,2,25.08,Livree
14167,FreshMarket,Marseille,Alimentaire,2023-01-11,8.39,2,36.04,Retardee
14168,NordDrive,Lyon,Pieces auto,2025-12-12,39.01,1,46.1,Livree
14169,MedioTex,Lille,Textile,2024-10-26,43.88,3,49.0,Livree
14170,NordDrive,Lyon,Pieces auto,2024-09-28,30.51,2,29.06,Retardee
14171,FreshMarket,Marseille,Alimentaire,2025-03-19,24.41,2,22.7,Livree
14172,NordDrive,Lyon,Pieces auto,2024-03-07,33.58,3,63.92,Livree
14173,NordDrive,Marseille,Pieces auto,2025-09-15,13.91,2,86.39,Retardee
14174,FreshMarket,Lyon,Alimentaire,2022-05-11,10.76,1,69.85,Livree
14175,FreshMarket,Lyon,Alimentaire,2023-09-03,34.14,1,16.36,Livree
14176,FreshMarket,Marseille,Alimentaire,2026-04-13,33.56,1,77.07,Livree
14177,FreshMarket,Marseille,Alimentaire,2025-08-20,13.56,2,23.83,Livree
